17373,10.10.1990,48,23
17377,20.02.1991,16,48
17385,19.02.1992,48,51
17443,28.01.1998,16,48
17480,03.03.1888,55,22
17554,01.03.1902,22,43
17581,16.03.1907,43,22
17587,11.04.1908,55,22
17611,15.03.1913,22,43
17650,04.02.1928,35,55
17747,07.10.1961,35,43
17771,02.10.1965,35,43
17778,16.11.1966,43,35
17780,21.10.1967,35,43
17817,18.10.1972,7,35
17835,11.05.1974,43,35
17848,20.05.1975,43,35
17859,08.05.1976,43,35
17946,21.06.1964,48,52
17952,21.06.1982,133,35
17957,01.07.1982,37,35
17960,13.10.1982,37,35
17969,24.05.1983,43,35
17975,21.09.1983,35,37
17981,13.12.1983,35,43
17996,27.03.1985,48,35
18001,16.10.1985,40,35
18040,15.10.1967,37,52
18061,14.11.1990,37,35
18072,16.10.1991,35,37
18076,19.02.1992,43,35
18093,25.05.1993,30,35
18103,23.03.1994,35,40
18120,07.06.1971,52,57
18154,02.04.1997,53,35
18157,28.08.1972,52,3782
18166,25.03.1998,35,46
18168,22.04.1998,35,45
18179,31.03.1999,34,35
18200,16.08.2000,35,26
18256,28.04.2004,35,3215
18258,30.05.2004,122,35
18260,02.06.2004,145,35
18262,06.06.2004,149,35
18264,18.08.2004,45,35
18272,13.10.2004,35,37
18278,05.05.1979,52,8
